#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525766433448746,-0.1804142390,-0.0730388248,0.5948019940,0.8887372862,0.2868227556,0.0363773166,-0.3557463054
1520525766441781746,-0.1805407023,-0.0727651260,0.5942786198,0.8886389326,0.2879637104,0.0361951015,-0.3550882475
1520525766450115746,-0.1810618704,-0.0721757153,0.5934191709,0.8875942451,0.2904074126,0.0368232188,-0.3556459494
1520525766458448746,-0.1809440944,-0.0718742238,0.5926029711,0.8871357101,0.2915645044,0.0349391166,-0.3560331862
1520525766466781746,-0.1816096775,-0.0713610513,0.5919522489,0.8864432597,0.2935713521,0.0367489432,-0.3559265707
1520525766475115746,-0.1817585538,-0.0711640403,0.5914298307,0.8863038937,0.2946590854,0.0368828829,-0.3553604991
1520525766483448746,-0.1818001416,-0.0705068989,0.5905389896,0.8855092281,0.2971071551,0.0364288363,-0.3553500883
1520525766491781746,-0.1820495846,-0.0700220584,0.5898116191,0.8848188528,0.2992462119,0.0366070734,-0.3552565616
1520525766500115746,-0.1824621865,-0.0698095411,0.5892374723,0.8842666299,0.3004323906,0.0367644131,-0.3556139534
1520525766508448746,-0.1827774336,-0.0691544171,0.5882908526,0.8831619527,0.3032549974,0.0372205842,-0.3559157203
1520525766516782746,-0.1830523470,-0.0689436793,0.5877908499,0.8826085633,0.3045093655,0.0367708740,-0.3562640497
1520525766525115746,-0.1832792511,-0.0685812571,0.5872800842,0.8823526771,0.3058403086,0.0373154004,-0.3557007447
1520525766533448746,-0.1835907802,-0.0679797248,0.5865097729,0.8815374548,0.3083709874,0.0381137470,-0.3554523768
1520525766541782746,-0.1839235997,-0.0675496305,0.5859410218,0.8807495988,0.3101332432,0.0386589966,-0.3558131500
1520525766550115746,-0.1838731951,-0.0671364237,0.5851503514,0.8800830915,0.3122891016,0.0379945601,-0.3556482567
1520525766558448746,-0.1839724660,-0.0664353092,0.5843253959,0.8791548486,0.3153095258,0.0379277234,-0.3552860016
1520525766566781746,-0.1846074398,-0.0662844641,0.5840097912,0.8789473337,0.3161328190,0.0396283914,-0.3548819746
1520525766575115746,-0.1846611646,-0.0655310548,0.5831712837,0.8777094251,0.3183662673,0.0387430483,-0.3560450270
1520525766583448746,-0.1847872523,-0.0651003659,0.5825121544,0.8770584947,0.3201491968,0.0386710331,-0.3560581973
1520525766591781746,-0.1849973908,-0.0647579646,0.5819629075,0.8764730466,0.3216277452,0.0389446459,-0.3561374827
1520525766600115746,-0.1847576075,-0.0638836212,0.5810145721,0.8752985220,0.3257259213,0.0382971993,-0.3553708573
1520525766608448746,-0.1855796676,-0.0637320997,0.5805665957,0.8750032209,0.3252843765,0.0396430712,-0.3563535671
1520525766616781746,-0.1857624591,-0.0634338455,0.5800377803,0.8744964982,0.3264652369,0.0393513023,-0.3565498546
1520525766625115746,-0.1854198891,-0.0624762802,0.5790646176,0.8731512331,0.3310789419,0.0389187304,-0.3556388488
1520525766633448746,-0.1858889731,-0.0617641876,0.5783089512,0.8722014376,0.3332199631,0.0398837915,-0.3558628831
1520525766641782746,-0.1863655211,-0.0622152212,0.5781967997,0.8727433427,0.3310030244,0.0398200839,-0.3566096137
1520525766650115746,-0.1867329252,-0.0614601138,0.5775068967,0.8718312418,0.3331094542,0.0405943979,-0.3567919173
1520525766658448746,-0.1865882617,-0.0612672094,0.5769486714,0.8714920555,0.3342848693,0.0398273033,-0.3566076404
1520525766666782746,-0.1867891716,-0.0608159693,0.5763220129,0.8710141020,0.3357351801,0.0400730613,-0.3563852870
1520525766675115746,-0.1870037680,-0.0603889978,0.5757591311,0.8705422135,0.3369938144,0.0403156888,-0.3563229839
1520525766683448746,-0.1872735799,-0.0595889131,0.5750282347,0.8694788882,0.3394644082,0.0408862749,-0.3565090335
1520525766691781746,-0.1870949017,-0.0591723756,0.5744432279,0.8693085841,0.3410999381,0.0413011051,-0.3553134343
1520525766700115746,-0.1873352997,-0.0585533282,0.5738120007,0.8687495035,0.3427233607,0.0418313252,-0.3550565284
1520525766708448746,-0.1874577168,-0.0581339951,0.5732548768,0.8681722334,0.3439730058,0.0416481507,-0.3552815448
1520525766716781746,-0.1875890844,-0.0576462876,0.5726236409,0.8675691299,0.3455380745,0.0417795518,-0.3552206539
1520525766725115746,-0.1878053600,-0.0573854105,0.5721698309,0.8674426155,0.3461666714,0.0424797950,-0.3548343435
1520525766733448746,-0.1880048748,-0.0570802091,0.5715228174,0.8669785854,0.3467219612,0.0411441584,-0.3555828627
1520525766741781746,-0.1881823991,-0.0568725357,0.5710569851,0.8668136560,0.3470874218,0.0416738068,-0.3555667323
1520525766750115746,-0.1882234332,-0.0558224292,0.5700899999,0.8657707885,0.3505155495,0.0426757998,-0.3546245443
1520525766758448746,-0.1885337921,-0.0556373801,0.5696518677,0.8654149493,0.3506660166,0.0423521655,-0.3553823355
1520525766766782746,-0.1886884203,-0.0552364770,0.5690023758,0.8651056474,0.3517287491,0.0425993738,-0.3550554874
1520525766775115746,-0.1885397522,-0.0543138952,0.5681663785,0.8640971378,0.3551349402,0.0432685231,-0.3540383392
1520525766783448746,-0.1887775687,-0.0538995362,0.5675731127,0.8637465092,0.3560943220,0.0438117634,-0.3538634356
1520525766791782746,-0.1889779648,-0.0538227348,0.5671202489,0.8637856588,0.3556243585,0.0432717444,-0.3543066573
1520525766800115746,-0.1882264980,-0.0519660284,0.5657761208,0.8615125490,0.3632124294,0.0430510413,-0.3521639773
1520525766808448746,-0.1884236164,-0.0514624215,0.5651773089,0.8608297802,0.3642307801,0.0426438466,-0.3528307395
1520525766816781746,-0.1890513042,-0.0510345651,0.5646203389,0.8604684694,0.3640931819,0.0438128158,-0.3537097755
1520525766825115746,-0.1891005998,-0.0505997433,0.5637905749,0.8601060219,0.3654039649,0.0436140223,-0.3532639107
1520525766833448746,-0.1887472365,-0.0497968056,0.5629861168,0.8592718249,0.3684296501,0.0431035885,-0.3522124423
1520525766841781746,-0.1886316946,-0.0493505582,0.5623584360,0.8589217116,0.3697947687,0.0427529193,-0.3516781345
1520525766850115746,-0.1885354343,-0.0484391503,0.5614569064,0.8578450022,0.3725158910,0.0428089280,-0.3514274589
1520525766858448746,-0.1885886647,-0.0478388599,0.5606344554,0.8572932206,0.3741910245,0.0429468615,-0.3509771761
1520525766866781746,-0.1891019678,-0.0475813713,0.5601968809,0.8572206320,0.3737168387,0.0443786420,-0.3514812210
1520525766875115746,-0.1891829432,-0.0471343397,0.5594612812,0.8568612026,0.3749414157,0.0446469347,-0.3510191811
1520525766883448746,-0.1887534328,-0.0462761382,0.5584953244,0.8559276681,0.3781503331,0.0437658367,-0.3499638612
1520525766891782746,-0.1886114116,-0.0454159553,0.5576663379,0.8550108554,0.3808393299,0.0441682786,-0.3492377487
1520525766900115746,-0.1886539866,-0.0449247056,0.5570092497,0.8545061166,0.3820984670,0.0445139748,-0.3490538128
1520525766908448746,-0.1886593186,-0.0443080910,0.5563213279,0.8538820829,0.3836616316,0.0445957127,-0.3488557916
1520525766916782746,-0.1891213526,-0.0439088752,0.5557165713,0.8536739762,0.3838861094,0.0458444001,-0.3489562843
1520525766925115746,-0.1886186231,-0.0430271001,0.5547751439,0.8527785767,0.3871959240,0.0453484068,-0.3475507698
1520525766933448746,-0.1885995237,-0.0423793938,0.5541581805,0.8520535624,0.3889921973,0.0458475858,-0.3472575357
1520525766941781746,-0.1884743568,-0.0418721198,0.5535574150,0.8516546725,0.3903730412,0.0456461140,-0.3467126186
1520525766950115746,-0.1885500568,-0.0411984057,0.5529367068,0.8510301546,0.3917537736,0.0462558105,-0.3466079294
1520525766958448746,-0.1891466984,-0.0413702700,0.5526556222,0.8516735131,0.3895562217,0.0474049992,-0.3473484464
1520525766966781746,-0.1883433357,-0.0398505169,0.5515952452,0.8497353789,0.3953345000,0.0462154079,-0.3457232346
1520525766975115746,-0.1882961371,-0.0391875134,0.5509804832,0.8490760758,0.3971397924,0.0467951988,-0.3451956144
1520525766983448746,-0.1881608982,-0.0386719768,0.5503869771,0.8487589520,0.3982425978,0.0465960710,-0.3447316071
1520525766991781746,-0.1881087566,-0.0381185637,0.5497993591,0.8484652947,0.3992781829,0.0466304090,-0.3442516251
1520525767000115746,-0.1880069256,-0.0374998359,0.5492501867,0.8480222957,0.4004924298,0.0470492150,-0.3438755167
1520525767008448746,-0.1878676584,-0.0369429012,0.5487328849,0.8476348561,0.4017725363,0.0472062344,-0.3433155272
1520525767016782746,-0.1877056375,-0.0362381467,0.5481356427,0.8468991654,0.4037187400,0.0475003275,-0.3428070908
1520525767025115746,-0.1876198632,-0.0357982287,0.5476334762,0.8466657896,0.4045424113,0.0477684638,-0.3423750168
1520525767033448746,-0.1875034814,-0.0352829209,0.5472523245,0.8465044038,0.4054033279,0.0480484669,-0.3417159359
1520525767041782746,-0.1876678224,-0.0349199014,0.5468822243,0.8465728448,0.4051209621,0.0486947024,-0.3417897751
1520525767050115746,-0.1874349991,-0.0342890597,0.5463846403,0.8460284818,0.4067866232,0.0493177614,-0.3410692152
1520525767058448746,-0.1874896438,-0.0342338284,0.5461109430,0.8466226457,0.4058129766,0.0497231010,-0.3406956663
1520525767066781746,-0.1866416646,-0.0329329909,0.5453855525,0.8450956272,0.4103188798,0.0488539874,-0.3392124491
1520525767075115746,-0.1863952537,-0.0324682292,0.5449850512,0.8450302313,0.4111805981,0.0491020310,-0.3382948633
1520525767083448746,-0.1865389482,-0.0317503319,0.5444567957,0.8443590408,0.4123379921,0.0508140700,-0.3383092089
1520525767091781746,-0.1859868384,-0.0309145440,0.5440223093,0.8439062630,0.4146226436,0.0511582886,-0.3365904220
1520525767100115746,-0.1858097952,-0.0307002024,0.5437983041,0.8439865724,0.4142303560,0.0508272613,-0.3369220493
1520525767108448746,-0.1853437096,-0.0302380325,0.5434783762,0.8439378241,0.4153591511,0.0509291119,-0.3356366342
1520525767116781746,-0.1850611650,-0.0296965047,0.5431590257,0.8437376600,0.4163600144,0.0516953070,-0.3347815629
1520525767125115746,-0.1847581698,-0.0292255063,0.5429157620,0.8433448203,0.4176407997,0.0520944040,-0.3341135279
1520525767133448746,-0.1844214118,-0.0286980175,0.5426775829,0.8432422753,0.4184545452,0.0523989520,-0.3333055784
1520525767141782746,-0.1847096610,-0.0289239302,0.5427278772,0.8443963982,0.4157454797,0.0538593267,-0.3335409895
1520525767150115746,-0.1842788629,-0.0275148194,0.5422297047,0.8426607089,0.4200978919,0.0547052877,-0.3323372119
1520525767158448746,-0.1833710229,-0.0272333679,0.5418895349,0.8428144436,0.4212062980,0.0532298980,-0.3307803592
1520525767166782746,-0.1833639425,-0.0269566964,0.5418458507,0.8431939276,0.4205976602,0.0540726824,-0.3304508340
1520525767175115746,-0.1829808337,-0.0265531632,0.5416856490,0.8432500197,0.4211235276,0.0542920015,-0.3296009062
1520525767183448746,-0.1827950099,-0.0266874229,0.5418269168,0.8441295395,0.4199176223,0.0554459979,-0.3286947707
1520525767191781746,-0.1816966962,-0.0253939346,0.5412161240,0.8426884916,0.4242926737,0.0543085258,-0.3269593511
1520525767200115746,-0.1812336568,-0.0250992545,0.5411236908,0.8429252241,0.4246347976,0.0545695804,-0.3258596571
1520525767208448746,-0.1808348168,-0.0247533332,0.5409491855,0.8429239804,0.4251979724,0.0549525929,-0.3250631631
1520525767216781746,-0.1801892480,-0.0245088241,0.5408021225,0.8431805817,0.4256315451,0.0544259432,-0.3239168276
1520525767225115746,-0.1796592518,-0.0241497598,0.5407284582,0.8432749583,0.4262537481,0.0546367426,-0.3228156027
1520525767233448746,-0.1791311068,-0.0236720145,0.5407536980,0.8434285490,0.4267436260,0.0552099640,-0.3216675616
1520525767241781746,-0.1786102759,-0.0233848168,0.5406749563,0.8437251410,0.4270640324,0.0553394771,-0.3204399177
1520525767250115746,-0.1780278625,-0.0231065492,0.5406189774,0.8440180324,0.4274046576,0.0557462078,-0.3191413165
1520525767258448746,-0.1775622257,-0.0229188537,0.5406150963,0.8444768992,0.4271841244,0.0562758401,-0.3181281509
1520525767266782746,-0.1770557171,-0.0226140293,0.5405545983,0.8447788139,0.4274077592,0.0569065497,-0.3169116717
1520525767275115746,-0.1764407212,-0.0223177365,0.5404980455,0.8450945813,0.4276494592,0.0572321240,-0.3156827090
1520525767283448746,-0.1758290196,-0.0219866438,0.5404495005,0.8453112313,0.4282104514,0.0575799112,-0.3142758110
1520525767291782746,-0.1752077339,-0.0217537856,0.5404652614,0.8456860336,0.4283569549,0.0578463261,-0.3130163804
1520525767300115746,-0.1753868677,-0.0226203983,0.5408256435,0.8478957339,0.4238049164,0.0595636882,-0.3129127422
1520525767308448746,-0.1744006399,-0.0217175776,0.5405243107,0.8471258686,0.4268117523,0.0595095666,-0.3109149438
1520525767316781746,-0.1736827298,-0.0215234319,0.5404728174,0.8475638664,0.4270796356,0.0599478373,-0.3092648282
1520525767325115746,-0.1729577044,-0.0211346351,0.5404238442,0.8477013880,0.4278063653,0.0603513609,-0.3078015333
1520525767333448746,-0.1723070556,-0.0208675083,0.5403549300,0.8479010670,0.4282489775,0.0608640617,-0.3065324777
1520525767341781746,-0.1718593728,-0.0211271526,0.5405210395,0.8490973150,0.4262978603,0.0613113620,-0.3058509457
1520525767350115746,-0.1711486995,-0.0208228855,0.5403469666,0.8491505282,0.4270343951,0.0620649991,-0.3045208395
1520525767358448746,-0.1704494210,-0.0204921225,0.5402406724,0.8492170421,0.4277514002,0.0623134596,-0.3032757620
1520525767366781746,-0.1696910258,-0.0200814931,0.5401618243,0.8490823131,0.4289770037,0.0624840955,-0.3018835764
1520525767375115746,-0.1689341873,-0.0196772685,0.5400265119,0.8491343601,0.4298120707,0.0632878522,-0.3003782117
1520525767383448746,-0.1676807086,-0.0185576001,0.5395698208,0.8477579063,0.4340738776,0.0628069160,-0.2982309381
1520525767391782746,-0.1668829393,-0.0181685100,0.5393738624,0.8477180812,0.4349527320,0.0627950784,-0.2970638884
1520525767400115746,-0.1662499598,-0.0178057225,0.5391949533,0.8476419792,0.4358000974,0.0637676924,-0.2958293960
1520525767408448746,-0.1660054227,-0.0182663568,0.5392931125,0.8489975675,0.4330124666,0.0648478035,-0.2958007716
1520525767416782746,-0.1652753516,-0.0178841526,0.5389981814,0.8488356783,0.4340861599,0.0650679722,-0.2946410631
1520525767425115746,-0.1641295591,-0.0167541302,0.5385258158,0.8474043218,0.4383608274,0.0653195798,-0.2923680095
1520525767433448746,-0.1636635245,-0.0171295630,0.5385742414,0.8485294764,0.4364567781,0.0660144030,-0.2917966880
1520525767441781746,-0.1624906527,-0.0159910005,0.5380126622,0.8472300315,0.4405017011,0.0658933677,-0.2895126753
1520525767450115746,-0.1617111419,-0.0157310210,0.5378243295,0.8471523604,0.4414256927,0.0664540025,-0.2882014950
1520525767458448746,-0.1608981968,-0.0153770624,0.5375884712,0.8469381340,0.4425695963,0.0666020538,-0.2870402692
1520525767466781746,-0.1603296368,-0.0157568388,0.5374638710,0.8482625998,0.4403189002,0.0667441987,-0.2865572191
1520525767475115746,-0.1596073701,-0.0155938788,0.5373939715,0.8482133920,0.4411753175,0.0677072680,-0.2851562848
1520525767483448746,-0.1587107177,-0.0150975283,0.5369740903,0.8480458069,0.4422055071,0.0674176563,-0.2841257793
1520525767491781746,-0.1580511469,-0.0148894838,0.5366168784,0.8481148890,0.4424742750,0.0677044492,-0.2834321059
1520525767500115746,-0.1569285876,-0.0142007662,0.5363222909,0.8473947411,0.4450565486,0.0672185933,-0.2816531237
1520525767508448746,-0.1565507536,-0.0145260724,0.5362163895,0.8483436296,0.4437797875,0.0687344375,-0.2804427990
1520525767516782746,-0.1553678370,-0.0140767647,0.5359248055,0.8481009743,0.4451011900,0.0673241113,-0.2794228554
1520525767525115746,-0.1544431856,-0.0138448495,0.5356187326,0.8480734166,0.4460852940,0.0672603335,-0.2779486249
1520525767533448746,-0.1537526668,-0.0136758415,0.5352760816,0.8480854448,0.4464575942,0.0673677272,-0.2772873678
1520525767541782746,-0.1530571565,-0.0131436418,0.5350989833,0.8476971234,0.4483557302,0.0688042476,-0.2750503620
1520525767550115746,-0.1522275555,-0.0133166462,0.5350164777,0.8481216395,0.4479671923,0.0686870164,-0.2744033035
1520525767558448746,-0.1512837324,-0.0131197146,0.5348367475,0.8484712703,0.4483678925,0.0683321368,-0.2727516370
1520525767566781746,-0.1507487619,-0.0129017000,0.5346671516,0.8483638823,0.4486940246,0.0687795743,-0.2724367187
1520525767575115746,-0.1496623747,-0.0126123196,0.5344487933,0.8486393975,0.4495320695,0.0687416628,-0.2701974747
1520525767583448746,-0.1491146620,-0.0127679445,0.5342855427,0.8489963187,0.4491192465,0.0692733238,-0.2696263339
1520525767591781746,-0.1479010008,-0.0124477464,0.5340393688,0.8491501606,0.4503726468,0.0687325772,-0.2671784360
1520525767600115746,-0.1472691563,-0.0120835982,0.5337640732,0.8487479208,0.4514845403,0.0691442053,-0.2664728048
1520525767608448746,-0.1462949035,-0.0121098193,0.5335908266,0.8493191946,0.4516051470,0.0691860146,-0.2644295600
1520525767616781746,-0.1457034936,-0.0113911679,0.5331132688,0.8484342748,0.4533581193,0.0691920404,-0.2642691027
1520525767625115746,-0.1449289281,-0.0118560900,0.5334035452,0.8497669679,0.4522728411,0.0706358932,-0.2614497047
1520525767633448746,-0.1440130253,-0.0111765437,0.5328809783,0.8490755460,0.4538636441,0.0693074273,-0.2612948340
1520525767641782746,-0.1433193797,-0.0114656962,0.5330649956,0.8499868577,0.4533528040,0.0707527669,-0.2588196725
1520525767650115746,-0.1426004795,-0.0109438116,0.5327570069,0.8494258627,0.4545996285,0.0708669154,-0.2584429567
1520525767658448746,-0.1417510525,-0.0108448361,0.5327696905,0.8500514503,0.4545991065,0.0709655872,-0.2563514572
1520525767666782746,-0.1412596432,-0.0106981094,0.5325301571,0.8504176930,0.4544677762,0.0717708209,-0.2551425820
1520525767675115746,-0.1402746540,-0.0107612300,0.5326299592,0.8508765736,0.4544032397,0.0715675512,-0.2537810827
1520525767683448746,-0.1397843343,-0.0104176823,0.5323188212,0.8506939359,0.4551808652,0.0727717033,-0.2526548765
1520525767691781746,-0.1386245858,-0.0104449748,0.5324974946,0.8513013012,0.4550467882,0.0719947763,-0.2510682524
1520525767700115746,-0.1381856260,-0.0101581924,0.5322773867,0.8513067620,0.4553732172,0.0729903464,-0.2501688217
1520525767708448746,-0.1370877747,-0.0101521811,0.5322780953,0.8515001208,0.4559392744,0.0723257388,-0.2486682729
1520525767716781746,-0.1368598223,-0.0094470663,0.5320300047,0.8507591192,0.4573419999,0.0736927613,-0.2482268984
1520525767725115746,-0.1356430480,-0.0097377780,0.5322733340,0.8517002671,0.4567453143,0.0728515396,-0.2463392500
1520525767733448746,-0.1348768250,-0.0095776831,0.5322314749,0.8517512030,0.4571897624,0.0731810933,-0.2452385308
1520525767741781746,-0.1340620505,-0.0091795714,0.5322374905,0.8516809300,0.4580203270,0.0732234383,-0.2439165874
1520525767750115746,-0.1333740837,-0.0092123873,0.5322687045,0.8521624115,0.4575635901,0.0733884534,-0.2430409851
1520525767758448746,-0.1326240770,-0.0092447449,0.5322969703,0.8527397814,0.4571737549,0.0736342800,-0.2416712971
1520525767766782746,-0.1318543607,-0.0090942728,0.5323276386,0.8528984153,0.4574804930,0.0736785008,-0.2405148025
1520525767775115746,-0.1311656510,-0.0090125344,0.5322324521,0.8529940038,0.4578170125,0.0738561966,-0.2394787563
1520525767783448746,-0.1303838724,-0.0088885328,0.5323029901,0.8531433489,0.4579717998,0.0739303729,-0.2386263958
1520525767791782746,-0.1295612914,-0.0088203481,0.5324092587,0.8534048165,0.4581286593,0.0739744285,-0.2373734078
1520525767800115746,-0.1288696156,-0.0086659838,0.5324238107,0.8535359304,0.4583614202,0.0742280022,-0.2363713765
1520525767808448746,-0.1281517267,-0.0085529815,0.5324621616,0.8536984601,0.4585928131,0.0743577451,-0.2352923645
1520525767816781746,-0.1274325944,-0.0084231976,0.5324796017,0.8538258061,0.4588978412,0.0744962736,-0.2341891743
1520525767825115746,-0.1266997200,-0.0084027830,0.5325490307,0.8541246620,0.4588621705,0.0745767676,-0.2331413220
1520525767833448746,-0.1261056922,-0.0081311485,0.5325809501,0.8540300821,0.4594355528,0.0748421160,-0.2322719298
1520525767841781746,-0.1253341163,-0.0081823051,0.5326919635,0.8544219148,0.4592684074,0.0751698406,-0.2310524109
1520525767850115746,-0.1246203767,-0.0079665757,0.5327061037,0.8544235462,0.4597224712,0.0751371777,-0.2301522490
1520525767858448746,-0.1238811563,-0.0077005533,0.5328039677,0.8543813769,0.4603614061,0.0754393062,-0.2289295734
1520525767866781746,-0.1231944716,-0.0073579360,0.5328985507,0.8543261860,0.4609528601,0.0754321811,-0.2279456397
1520525767875115746,-0.1223986890,-0.0073050164,0.5329813460,0.8545563724,0.4611318631,0.0754939048,-0.2266968936
1520525767883448746,-0.1218485286,-0.0073929393,0.5331076465,0.8552109862,0.4602470343,0.0754748979,-0.2260318036
1520525767891782746,-0.1212718676,-0.0072627788,0.5330540977,0.8552835167,0.4604954020,0.0759624671,-0.2250861931
1520525767900115746,-0.1205751384,-0.0072061761,0.5332721619,0.8556340766,0.4602746194,0.0757356900,-0.2242804205
1520525767908448746,-0.1199367253,-0.0071724301,0.5332900318,0.8558315869,0.4604497327,0.0756639987,-0.2231889287
1520525767916782746,-0.1192677690,-0.0069951365,0.5333439679,0.8560196075,0.4606714898,0.0758876422,-0.2219307904
1520525767925115746,-0.1186269371,-0.0069262460,0.5334433526,0.8563317816,0.4605756565,0.0756343684,-0.2210099248
1520525767933448746,-0.1179366098,-0.0068238912,0.5336241529,0.8566776659,0.4605052001,0.0754472204,-0.2198773620
1520525767941781746,-0.1173081440,-0.0067231629,0.5336570592,0.8568126596,0.4608010940,0.0756199849,-0.2186687816
1520525767950115746,-0.1167067623,-0.0066130252,0.5338203697,0.8571528445,0.4605723292,0.0752946437,-0.2179285372
1520525767958448746,-0.1161536746,-0.0064799535,0.5337935122,0.8573005631,0.4608405395,0.0757478568,-0.2166194910
1520525767966781746,-0.1155430959,-0.0064414305,0.5339344609,0.8576165160,0.4607742851,0.0754691469,-0.2156046789
1520525767975115746,-0.1149748483,-0.0062925718,0.5340572636,0.8578135112,0.4609123889,0.0756339451,-0.2144650463
1520525767983448746,-0.1143792004,-0.0062385320,0.5340386289,0.8583176386,0.4604424502,0.0754074234,-0.2135352472
1520525767991781746,-0.1139953409,-0.0061804584,0.5339338088,0.8583558360,0.4605974698,0.0757384836,-0.2129293586
1520525768000115746,-0.1132627760,-0.0059676284,0.5342969750,0.8589309387,0.4604123681,0.0753372132,-0.2111454431
1520525768008448746,-0.1128920461,-0.0059995450,0.5342497175,0.8592011144,0.4601629106,0.0756031216,-0.2104939638
1520525768016782746,-0.1122263514,-0.0059720980,0.5343926473,0.8600056162,0.4594432077,0.0751670702,-0.2089310666
1520525768025115746,-0.1116756265,-0.0061172023,0.5344637527,0.8607770394,0.4585491976,0.0749384107,-0.2077973925
1520525768033448746,-0.1111831054,-0.0061064435,0.5344850425,0.8612894147,0.4581945995,0.0746784470,-0.2065463209
1520525768041782746,-0.1106637734,-0.0063143221,0.5344976121,0.8621539969,0.4570573286,0.0745018280,-0.2055202222
1520525768050115746,-0.1102023661,-0.0064249979,0.5346464415,0.8629246593,0.4562562340,0.0745780602,-0.2040328263
1520525768058448746,-0.1097064557,-0.0064378382,0.5347862368,0.8635789234,0.4556112007,0.0743571989,-0.2027828489
1520525768066781746,-0.1092288124,-0.0063352263,0.5349565733,0.8642361872,0.4549270109,0.0741900217,-0.2015764573
1520525768075115746,-0.1089166662,-0.0063275573,0.5349319618,0.8645250139,0.4546994001,0.0743447372,-0.2007929681
1520525768083448746,-0.1083569956,-0.0062147638,0.5351719926,0.8653620172,0.4539055097,0.0738827214,-0.1991474602
1520525768091781746,-0.1079177851,-0.0061697612,0.5352685851,0.8658610247,0.4535328605,0.0737293831,-0.1978802883
1520525768100115746,-0.1074570636,-0.0061174243,0.5353762387,0.8664780707,0.4529398308,0.0732711088,-0.1967043650
1520525768108448746,-0.1070575834,-0.0059838523,0.5354638175,0.8669969248,0.4524711892,0.0731548441,-0.1955365032
1520525768116781746,-0.1067077283,-0.0058291041,0.5355165052,0.8673475630,0.4523141489,0.0730636064,-0.1943754745
1520525768125115746,-0.1063248634,-0.0056781535,0.5355666671,0.8678200945,0.4520000752,0.0728382863,-0.1930771857
1520525768133448746,-0.1059615324,-0.0055653746,0.5356526332,0.8683002207,0.4516494087,0.0727238778,-0.1917779337
1520525768141782746,-0.1055314318,-0.0055522308,0.5357432418,0.8689845024,0.4509864199,0.0722835200,-0.1904003058
1520525768150115746,-0.1050923850,-0.0056194139,0.5358247751,0.8696166192,0.4504614173,0.0722521861,-0.1887619367
1520525768158448746,-0.1047840457,-0.0053964763,0.5358469682,0.8699003147,0.4504888536,0.0721576984,-0.1874206549
1520525768166782746,-0.1044229571,-0.0052220802,0.5359126111,0.8703110694,0.4503128277,0.0718518074,-0.1860492339
1520525768175115746,-0.1041568597,-0.0049445662,0.5359497844,0.8705309214,0.4505037510,0.0716790570,-0.1846196039
1520525768183448746,-0.1038032332,-0.0048177823,0.5360461739,0.8709334153,0.4503322518,0.0713700767,-0.1832543620
1520525768191781746,-0.1035507835,-0.0046213231,0.5360833808,0.8712124459,0.4503317070,0.0710297451,-0.1820576918
1520525768200115746,-0.1031835901,-0.0044903592,0.5361732562,0.8716742487,0.4501467976,0.0704358109,-0.1805288380
1520525768208448746,-0.1028371848,-0.0043326949,0.5362372140,0.8720045165,0.4500699424,0.0698410073,-0.1793527360
1520525768216781746,-0.1024807045,-0.0041113269,0.5364041319,0.8721742628,0.4505174349,0.0691567125,-0.1776610406
1520525768225115746,-0.1023012333,-0.0039819681,0.5363955211,0.8724767944,0.4503695481,0.0689261565,-0.1766371941
1520525768233448746,-0.1020387405,-0.0037985913,0.5365105145,0.8728165249,0.4503871341,0.0683588401,-0.1751279885
1520525768241781746,-0.1017896530,-0.0036535718,0.5366011161,0.8732086386,0.4502387200,0.0677048054,-0.1738039927
1520525768250115746,-0.1015366069,-0.0035381865,0.5367024802,0.8735926007,0.4500980019,0.0670344676,-0.1724938749
1520525768258448746,-0.1014992590,-0.0032739094,0.5369025896,0.8737199096,0.4504971340,0.0667078506,-0.1709266350
1520525768266782746,-0.1011199451,-0.0031783144,0.5369806776,0.8740089500,0.4506666441,0.0656064946,-0.1694217196
1520525768275115746,-0.1006602949,-0.0029666884,0.5371082661,0.8742083524,0.4510804360,0.0644926590,-0.1677107444
1520525768283448746,-0.1005857192,-0.0030064277,0.5373262951,0.8748117942,0.4505072434,0.0639169456,-0.1663194892
1520525768291782746,-0.1004340991,-0.0027463409,0.5375894232,0.8749861130,0.4507721400,0.0633248488,-0.1649052558
1520525768300115746,-0.1002449304,-0.0026948704,0.5377803337,0.8754590704,0.4505969778,0.0626854930,-0.1631082727
1520525768308448746,-0.1000635426,-0.0025968656,0.5379636180,0.8757313443,0.4507341188,0.0618601503,-0.1615756434
1520525768316781746,-0.0999033312,-0.0024945981,0.5381351576,0.8760638319,0.4507559031,0.0610928892,-0.1599966784
1520525768325115746,-0.0997407980,-0.0024204756,0.5383164516,0.8763544205,0.4508803857,0.0602887360,-0.1583511154
1520525768333448746,-0.0995959172,-0.0023516380,0.5385231557,0.8766516357,0.4508964114,0.0592883361,-0.1570325732
1520525768341781746,-0.0993780302,-0.0024067791,0.5386914968,0.8770570121,0.4508655001,0.0582590838,-0.1552326560
1520525768350115746,-0.0992503806,-0.0023712430,0.5388935556,0.8774643777,0.4507646199,0.0572012902,-0.1536083844
1520525768358448746,-0.0991214939,-0.0022450046,0.5391098733,0.8776785556,0.4510214768,0.0563588817,-0.1519330672
